epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc
1,2.68853068407765,0.5225563909774437,2.4314216013704795,0.46629213483146065,0.4673913043478261,0.48314606741573035,0.47513812154696133,0.46686024491857087
2,2.4126566191364947,0.5075187969924813,2.319002762269438,0.449438202247191,0.45161290322580644,0.47191011235955055,0.46153846153846156,0.48579724782224465
3,2.296166523954922,0.4755639097744361,2.3209047638968134,0.48314606741573035,0.4845360824742268,0.5280898876404494,0.5053763440860215,0.48352480747380383
4,2.1015835955626985,0.5150375939849624,2.1760456106635964,0.4943820224719101,0.49504950495049505,0.5617977528089888,0.5263157894736842,0.480999873753314
5,2.2611578525905323,0.48872180451127817,2.2086920898951843,0.5112359550561798,0.5092592592592593,0.6179775280898876,0.5583756345177665,0.5066279510162858
6,1.9735691583246218,0.5507518796992481,2.196162711368518,0.4887640449438202,0.49,0.550561797752809,0.5185185185185185,0.4990531498548163
7,1.9244338749046612,0.5263157894736842,2.08764441093702,0.5056179775280899,0.5045871559633027,0.6179775280898876,0.5555555555555556,0.5167276858982451
8,1.8206018222902054,0.5733082706766918,2.0399144526278037,0.5,0.5,0.5393258426966292,0.518918918918919,0.5157177124100493
9,2.0017179474794773,0.5375939849624061,1.9602822185902113,0.550561797752809,0.5428571428571428,0.6404494382022472,0.5876288659793815,0.5549804317636662
10,1.890988227344097,0.5131578947368421,1.9704192622324055,0.5393258426966292,0.5360824742268041,0.5842696629213483,0.5591397849462365,0.5355384421158944
11,1.829726461181067,0.5545112781954887,1.91642750515027,0.5561797752808989,0.5510204081632653,0.6067415730337079,0.5775401069518716,0.5639439464714051
12,1.7188902259769296,0.5639097744360902,1.9775993957948148,0.5280898876404494,0.5252525252525253,0.5842696629213483,0.5531914893617021,0.5390102259815679
13,1.753048865418685,0.5676691729323309,1.8056750404700805,0.5449438202247191,0.5384615384615384,0.6292134831460674,0.5803108808290155,0.5749274081555359
14,1.769309399719525,0.5507518796992481,1.776400887564327,0.5337078651685393,0.5306122448979592,0.5842696629213483,0.5561497326203209,0.580861002398687
15,1.6687636294759305,0.5526315789473685,1.6909031492940496,0.5955056179775281,0.5913978494623656,0.6179775280898876,0.6043956043956044,0.5942431511172831
16,1.6017583474180752,0.6071428571428571,1.812719671913747,0.5786516853932584,0.57,0.6404494382022472,0.6031746031746031,0.5658376467617725
17,1.5902224555051416,0.5507518796992481,1.7318048423595642,0.550561797752809,0.5445544554455446,0.6179775280898876,0.5789473684210527,0.5715187476328746
18,1.6265805179911448,0.5582706766917294,1.72499400042416,0.5674157303370787,0.5612244897959183,0.6179775280898876,0.5882352941176471,0.6093927534402221
19,1.3981856116674896,0.6090225563909775,1.7732625007629395,0.5337078651685393,0.5288461538461539,0.6179775280898876,0.5699481865284974,0.5926019441989647
20,1.5569520579244858,0.6052631578947368,1.7298891517553436,0.5561797752808989,0.5543478260869565,0.5730337078651685,0.56353591160221,0.5971468248958465
21,1.5671027171376504,0.5921052631578947,1.7604879529288646,0.601123595505618,0.59375,0.6404494382022472,0.6162162162162163,0.5958843580356016
22,1.6895188382171142,0.5469924812030075,1.705599527680472,0.5674157303370787,0.56,0.6292134831460674,0.5925925925925926,0.5903295038505239
23,1.6729666052904344,0.5883458646616542,1.640890383988284,0.5955056179775281,0.5934065934065934,0.6067415730337079,0.6,0.6093927534402223
24,1.4236048518266893,0.6071428571428571,1.7015341908744213,0.5617977528089888,0.5544554455445545,0.6292134831460674,0.5894736842105263,0.60371165256912
25,1.570259458140323,0.5601503759398496,1.5544763870453566,0.6179775280898876,0.6153846153846154,0.6292134831460674,0.6222222222222222,0.6470142658755207
26,1.4600448048204409,0.5958646616541353,1.6462811459316296,0.5617977528089888,0.5567010309278351,0.6067415730337079,0.5806451612903226,0.5992930185582629
27,1.4872223560075115,0.5845864661654135,1.6095292005646096,0.5898876404494382,0.5816326530612245,0.6404494382022472,0.6096256684491979,0.6223961621007449
28,1.4432330660353927,0.6015037593984962,1.5850213082988611,0.6067415730337079,0.5979381443298969,0.651685393258427,0.6236559139784946,0.6401969448301982
29,1.326286688783115,0.6052631578947368,1.6897440170973874,0.5842696629213483,0.5789473684210527,0.6179775280898876,0.5978260869565217,0.6141901275091529
30,1.1924733667445362,0.631578947368421,1.7116496214705907,0.6067415730337079,0.6172839506172839,0.5617977528089888,0.5882352941176471,0.6110339603585406
31,1.275374123924657,0.631578947368421,1.5591537389862404,0.5898876404494382,0.5888888888888889,0.5955056179775281,0.5921787709497207,0.6318646635525819
32,1.3077130855474257,0.6353383458646616,1.5824181899595797,0.6179775280898876,0.6060606060606061,0.6741573033707865,0.6382978723404256,0.6351470773892185
33,1.3914804760002553,0.6015037593984962,1.4578837276844496,0.601123595505618,0.59375,0.6404494382022472,0.6162162162162163,0.6539578336068679
34,1.3388202844705797,0.6240601503759399,1.6207748557744401,0.6292134831460674,0.6263736263736264,0.6404494382022472,0.6333333333333333,0.6211336952404999
35,1.3975271528824829,0.6109022556390977,1.5051922048075814,0.6179775280898876,0.6082474226804123,0.6629213483146067,0.6344086021505376,0.6494129529099861
36,1.2764742266862912,0.618421052631579,1.4766765444466237,0.6179775280898876,0.6153846153846154,0.6292134831460674,0.6222222222222222,0.6470142658755208
37,1.3546892825822185,0.6090225563909775,1.4988278378261608,0.6292134831460674,0.632183908045977,0.6179775280898876,0.625,0.6453730589572023
