epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,best_metric_value,epochs_without_improvement
1,2.1495001892467123,1.2430153670518294,0.6902173913043478,0.6881720430107527,0.6956521739130435,0.6918918918918919,0.7554347826086957,0.6918918918918919,0
2,0.9399731604607551,1.0129141807556152,0.7445652173913043,0.7472527472527473,0.7391304347826086,0.7431693989071039,0.8097826086956522,0.7431693989071039,0
3,0.6387750789686873,0.8879043459892273,0.7663043478260869,0.7634408602150538,0.7717391304347826,0.7675675675675676,0.8407372400756143,0.7675675675675676,0
4,0.5538731752843647,0.8189696876899056,0.7717391304347826,0.7659574468085106,0.782608695652174,0.7741935483870968,0.843336483931947,0.7741935483870968,0
5,0.37328603315156894,0.776746216027633,0.7934782608695652,0.7934782608695652,0.7934782608695652,0.7934782608695652,0.8479442344045368,0.7934782608695652,0
6,0.29217023803637576,0.6965019832486692,0.8260869565217391,0.8191489361702128,0.8369565217391305,0.8279569892473119,0.8726370510396976,0.8279569892473119,0
7,0.23495802987407852,0.7145678997039795,0.8043478260869565,0.8043478260869565,0.8043478260869565,0.8043478260869565,0.8726370510396976,0.8279569892473119,1
8,0.2416641008681976,0.7302353356195532,0.8206521739130435,0.8314606741573034,0.8043478260869565,0.8176795580110497,0.8627126654064272,0.8279569892473119,2
9,0.17218411218497778,0.7045861651068148,0.8097826086956522,0.7766990291262136,0.8695652173913043,0.8205128205128205,0.8861058601134215,0.8279569892473119,3
10,0.1747593130752608,0.6445840739685557,0.8315217391304348,0.8505747126436781,0.8043478260869565,0.8268156424581006,0.8943761814744802,0.8279569892473119,4
11,0.1549434413171404,0.6987649623466574,0.7989130434782609,0.7956989247311828,0.8043478260869565,0.8,0.8806710775047258,0.8279569892473119,5
12,0.13330882409546566,0.6513131766215615,0.8206521739130435,0.8172043010752689,0.8260869565217391,0.8216216216216217,0.8922495274102079,0.8279569892473119,6
13,0.09090619210849751,0.7377945482730865,0.7934782608695652,0.8292682926829268,0.7391304347826086,0.7816091954022989,0.8777173913043478,0.8279569892473119,7
14,0.07288821756194991,0.658960429870564,0.8586956521739131,0.83,0.9021739130434783,0.8645833333333334,0.8949669187145557,0.8645833333333334,0
15,0.07730981254704543,0.6499703552411951,0.8315217391304348,0.8279569892473119,0.8369565217391305,0.8324324324324325,0.8904773156899811,0.8645833333333334,1
16,0.09756561432668305,0.7063453508460004,0.8206521739130435,0.7920792079207921,0.8695652173913043,0.8290155440414507,0.8898865784499055,0.8645833333333334,2
17,0.0632165659149945,0.688331654538279,0.8152173913043478,0.8020833333333334,0.8369565217391305,0.8191489361702128,0.8823251417769377,0.8645833333333334,3
18,0.0990518076232747,0.7121656747615855,0.8369565217391305,0.8163265306122449,0.8695652173913043,0.8421052631578947,0.8875236294896031,0.8645833333333334,4
19,0.055005248506799095,0.7135841166195662,0.7989130434782609,0.7956989247311828,0.8043478260869565,0.8,0.8855151228733459,0.8645833333333334,5
20,0.04706579052835478,0.7168462791520617,0.842391304347826,0.8181818181818182,0.8804347826086957,0.8481675392670157,0.8931947069943289,0.8645833333333334,6
21,0.05916738234572931,0.6617665219566097,0.8369565217391305,0.8297872340425532,0.8478260869565217,0.8387096774193549,0.8931947069943289,0.8645833333333334,7
22,0.030985849842961346,0.6592983130527579,0.8315217391304348,0.8426966292134831,0.8152173913043478,0.8287292817679558,0.8970935727788281,0.8645833333333334,8
23,0.06677441055001179,0.6871650322623875,0.8315217391304348,0.8426966292134831,0.8152173913043478,0.8287292817679558,0.8974480151228734,0.8645833333333334,9
24,0.05946940054559241,0.7113425200400145,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8949669187145557,0.8645833333333334,10
25,0.04413382027676881,0.8048460515944854,0.8152173913043478,0.8085106382978723,0.8260869565217391,0.8172043010752689,0.8811436672967864,0.8645833333333334,11
26,0.047985315936934815,0.7551306686971498,0.8260869565217391,0.8061224489795918,0.8586956521739131,0.8315789473684211,0.882679584120983,0.8645833333333334,12
