epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc
1,0.6877481641626,0.5789473684210527,0.6830999683798029,0.6179775280898876,0.574468085106383,0.9101123595505618,0.7043478260869566,0.7221310440600934
2,0.6710330050690729,0.5488721804511278,0.6737914701526084,0.702247191011236,0.6698113207547169,0.797752808988764,0.7282051282051282,0.7342507259184448
3,0.6691282785924754,0.631578947368421,0.6834682246272483,0.5955056179775281,0.6307692307692307,0.4606741573033708,0.5324675324675324,0.7107688423178892
4,0.6611262452333493,0.6484962406015038,0.6624350855859478,0.6629213483146067,0.6593406593406593,0.6741573033707865,0.6666666666666666,0.7367756596389345
5,0.6484234467484897,0.6616541353383458,0.6571608534019985,0.6966292134831461,0.6548672566371682,0.8314606741573034,0.7326732673267327,0.7423305138240122
6,0.6520511490061767,0.6484962406015038,0.6547480821609497,0.6910112359550562,0.6666666666666666,0.7640449438202247,0.7120418848167539,0.7457391743466734
7,0.6375915582914998,0.7048872180451128,0.6464124281754654,0.6910112359550562,0.673469387755102,0.7415730337078652,0.7058823529411765,0.7391743466733999
8,0.6460869357101899,0.6522556390977443,0.6577016537109118,0.6910112359550562,0.673469387755102,0.7415730337078652,0.7058823529411765,0.7456129276606489
9,0.6265339790878439,0.6729323308270677,0.647979041163841,0.7078651685393258,0.6831683168316832,0.7752808988764045,0.7263157894736842,0.7447292008584775
10,0.6248217843528977,0.6992481203007519,0.6589994852462512,0.6853932584269663,0.6774193548387096,0.7078651685393258,0.6923076923076923,0.7318520388839793
11,0.6268132821957868,0.6842105263157895,0.6374590986230401,0.7247191011235955,0.717391304347826,0.7415730337078652,0.7292817679558011,0.7511677818457265
12,0.6155271081996143,0.6823308270676691,0.6616545111945505,0.6797752808988764,0.66,0.7415730337078652,0.6984126984126984,0.7255397045827546
13,0.6113467960429371,0.6917293233082706,0.6228333778595656,0.702247191011236,0.6698113207547169,0.797752808988764,0.7282051282051282,0.7584900896351471
14,0.6121302829649216,0.7030075187969925,0.6297502966409319,0.6853932584269663,0.6701030927835051,0.7303370786516854,0.6989247311827957,0.7521777553339225
15,0.6186956884269428,0.6672932330827067,0.6306646767626988,0.6966292134831461,0.6635514018691588,0.797752808988764,0.7244897959183674,0.7581113495770736
16,0.6097945328941918,0.693609022556391,0.6518473625183105,0.6966292134831461,0.6966292134831461,0.6966292134831461,0.6966292134831461,0.7329882590581998
17,0.5993269229293766,0.7086466165413534,0.6448239476493235,0.6853932584269663,0.6813186813186813,0.6966292134831461,0.6888888888888889,0.7256659512687791
18,0.5966510983338034,0.674812030075188,0.6323608381024907,0.6966292134831461,0.6732673267326733,0.7640449438202247,0.7157894736842105,0.7406893069056937
19,0.5952885307763752,0.6954887218045113,0.6125487544563379,0.6910112359550562,0.6770833333333334,0.7303370786516854,0.7027027027027027,0.7571013760888776
