epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,best_metric_value,epochs_without_improvement
1,1.5068972820190938,1.2036263753619532,0.7445652173913043,0.7368421052631579,0.7608695652173914,0.7486631016042781,0.7979678638941398,0.7486631016042781,0
2,0.6187416681089787,1.3175122981951775,0.7445652173913043,0.7472527472527473,0.7391304347826086,0.7431693989071039,0.8132088846880907,0.7486631016042781,1
3,0.4207412589229144,0.9817534589269401,0.8043478260869565,0.8111111111111111,0.7934782608695652,0.8021978021978022,0.8601134215500945,0.8021978021978022,0
4,0.3218964519462763,1.0817627871166104,0.7771739130434783,0.8227848101265823,0.7065217391304348,0.7602339181286549,0.8823251417769375,0.8021978021978022,1
5,0.3719717240015238,0.8560224215135627,0.8043478260869565,0.8181818181818182,0.782608695652174,0.8,0.8859877126654063,0.8021978021978022,2
6,0.26977057647551134,1.105994750259687,0.7771739130434783,0.8072289156626506,0.7282608695652174,0.7657142857142857,0.8728733459357279,0.8021978021978022,3
7,0.22944105551577304,1.072813544422388,0.7554347826086957,0.7764705882352941,0.717391304347826,0.7457627118644068,0.8555056710775046,0.8021978021978022,4
8,0.14893005119134053,1.026157475795354,0.7934782608695652,0.813953488372093,0.7608695652173914,0.7865168539325843,0.8695652173913043,0.8021978021978022,5
9,0.19798295198698715,0.8606702077971853,0.8206521739130435,0.8314606741573034,0.8043478260869565,0.8176795580110497,0.8968572778827978,0.8176795580110497,0
10,0.19263985396785327,0.836639381891987,0.7717391304347826,0.7777777777777778,0.7608695652173914,0.7692307692307693,0.8875236294896031,0.8176795580110497,1
11,0.10876669119286336,0.855943129003129,0.8152173913043478,0.8020833333333334,0.8369565217391305,0.8191489361702128,0.8918950850661626,0.8191489361702128,0
12,0.13417624463906308,1.0424574499382921,0.7717391304347826,0.8472222222222222,0.6630434782608695,0.7439024390243902,0.8858695652173912,0.8191489361702128,1
13,0.14648294834133985,0.8871792129812883,0.7989130434782609,0.8089887640449438,0.782608695652174,0.7955801104972375,0.8978024574669187,0.8191489361702128,2
14,0.07596559851452304,0.9286538305915082,0.7989130434782609,0.8481012658227848,0.7282608695652174,0.783625730994152,0.9034735349716445,0.8191489361702128,3
15,0.13995321445827982,0.8733538538344083,0.8532608695652174,0.8421052631578947,0.8695652173913043,0.8556149732620321,0.9121573724007561,0.8556149732620321,0
16,0.08361577101994214,0.8985951897364272,0.8152173913043478,0.8222222222222222,0.8043478260869565,0.8131868131868132,0.8988657844990547,0.8556149732620321,1
17,0.08617933330473894,1.0520713696580217,0.8369565217391305,0.81,0.8804347826086957,0.84375,0.8872873345935728,0.8556149732620321,2
18,0.12392246707770357,1.0956991895547379,0.8043478260869565,0.85,0.7391304347826086,0.7906976744186046,0.886696597353497,0.8556149732620321,3
19,0.12761906860413882,0.9664109327384959,0.8315217391304348,0.8351648351648352,0.8260869565217391,0.8306010928961749,0.8986294896030246,0.8556149732620321,4
20,0.06774103092195449,1.1480219639513805,0.8206521739130435,0.8241758241758241,0.8152173913043478,0.819672131147541,0.8855151228733459,0.8556149732620321,5
21,0.10829092062582467,1.1215012345625006,0.7989130434782609,0.8481012658227848,0.7282608695652174,0.783625730994152,0.897093572778828,0.8556149732620321,6
22,0.08639441645304392,0.9948455560547502,0.8478260869565217,0.8333333333333334,0.8695652173913043,0.851063829787234,0.8960302457466919,0.8556149732620321,7
23,0.14197787292860997,1.1527221627209499,0.8369565217391305,0.8522727272727273,0.8152173913043478,0.8333333333333334,0.8905954631379961,0.8556149732620321,8
24,0.11277729070356154,1.1862371053708636,0.8315217391304348,0.8080808080808081,0.8695652173913043,0.837696335078534,0.8944943289224953,0.8556149732620321,9
25,0.07904436120380243,1.0338194030539498,0.8206521739130435,0.8390804597701149,0.7934782608695652,0.8156424581005587,0.9021148393194707,0.8556149732620321,10
26,0.0918525988469034,0.9215123608060505,0.8369565217391305,0.8522727272727273,0.8152173913043478,0.8333333333333334,0.9154655009451795,0.8556149732620321,11
27,0.07904161253918605,0.9693895186570919,0.8097826086956522,0.8433734939759037,0.7608695652173914,0.8,0.9079040642722117,0.8556149732620321,12
