epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,best_metric_value,epochs_without_improvement
1,0.6929209736677316,0.6898985608764316,0.5434782608695652,0.5465116279069767,0.5108695652173914,0.5280898876404494,0.5920368620037808,0.5280898876404494,0
2,0.6888636737079411,0.6884795194086821,0.5815217391304348,0.5555555555555556,0.8152173913043478,0.6607929515418502,0.6258270321361058,0.6607929515418502,0
3,0.6864177381599342,0.6854691738667695,0.6413043478260869,0.6140350877192983,0.7608695652173914,0.6796116504854369,0.6623345935727788,0.6796116504854369,0
4,0.6846947558633574,0.6849354531454004,0.5597826086956522,0.5873015873015873,0.40217391304347827,0.4774193548387097,0.6706049149338373,0.6796116504854369,1
5,0.6809607305369534,0.679027461487314,0.6467391304347826,0.6483516483516484,0.6413043478260869,0.644808743169399,0.7352315689981096,0.6796116504854369,2
6,0.6794139408803248,0.680271231609842,0.6902173913043478,0.6881720430107527,0.6956521739130435,0.6918918918918919,0.7274338374291115,0.6918918918918919,0
7,0.6773459865496709,0.6797162734943888,0.7010869565217391,0.6947368421052632,0.717391304347826,0.7058823529411765,0.726843100189036,0.7058823529411765,0
8,0.6746304074486533,0.6759493610133296,0.6902173913043478,0.6804123711340206,0.717391304347826,0.6984126984126984,0.7546077504725898,0.7058823529411765,1
9,0.6734956876262204,0.6736927058385767,0.7119565217391305,0.6893203883495146,0.7717391304347826,0.7282051282051282,0.7470463137996219,0.7282051282051282,0
10,0.6704143691848923,0.6809942437254864,0.6684782608695652,0.6867469879518072,0.6195652173913043,0.6514285714285715,0.724007561436673,0.7282051282051282,1
11,0.668838212123284,0.6750125185303066,0.717391304347826,0.6923076923076923,0.782608695652174,0.7346938775510204,0.7420841209829867,0.7346938775510204,0
12,0.6692718843837361,0.667452089164568,0.6847826086956522,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.7607514177693762,0.7346938775510204,1
13,0.6640971957982241,0.6661830233490985,0.6902173913043478,0.7108433734939759,0.6413043478260869,0.6742857142857143,0.7613421550094518,0.7346938775510204,2
14,0.6648349676813398,0.6741289081780807,0.6847826086956522,0.6931818181818182,0.6630434782608695,0.6777777777777778,0.7377126654064272,0.7346938775510204,3
15,0.662038056405036,0.6639888416165891,0.7065217391304348,0.7111111111111111,0.6956521739130435,0.7032967032967034,0.7646502835538752,0.7346938775510204,4
16,0.6613842700863932,0.6607632766599241,0.6956521739130435,0.7,0.6847826086956522,0.6923076923076923,0.7685491493383743,0.7346938775510204,5
17,0.6580565801033607,0.6639877661414768,0.7119565217391305,0.7052631578947368,0.7282608695652174,0.7165775401069518,0.7697306238185255,0.7346938775510204,6
18,0.6580079400932396,0.6640750221584154,0.7336956521739131,0.7216494845360825,0.7608695652173914,0.7407407407407407,0.7612240075614367,0.7407407407407407,0
