run_name,model_title,best_epoch,epochs_completed,stopped_early,best_metric_name,best_metric_value,best_metrics,elapsed_seconds,elapsed_time,parameters,run_dir
EfficientNet_final_best_params,EfficientNetB0,10,22,True,f1,0.8900523560209425,"{'accuracy': 0.8858695652173914, 'precision': 0.8585858585858586, 'recall': 0.9239130434782609, 'f1': 0.8900523560209425, 'roc_auc': 0.9228497164461248, 'loss': 0.6907393381647442}",1700.5164432525635,28m 20s,"{'total': 4010110, 'trainable': 4010110}",c:\Users\anast\Desktop\Study\dyplom\flood_project\data\classification_runs\EfficientNet_final_best_params
